,Unnamed: 0,question,noUnknowns,unknowns,noEquations,equations,operation,answers
1266,1266,"The least positive integer which, is divisible by 2, 3 and 4 is?",1,x,1,3*4=x,Multiplication,12.0
1267,1267,tant noodles are only sold in bags of 5 packets.Eac h bag is sold at $2.But Ada only has $13.How Hany packets of instant noodles can Ada buy at most?I ca,1,x,1,6*5=x,Multiplication,30.0
1268,1268,An apple costs 35 cents and a pear costs 55 cents. John has $20 and he has to buy at least 5 of each fruit. t is the maximum number of fruit he can buy with $20? How much change can he get back?,1,x,1,5*0.55=x,Multiplication,2.75
1269,1269,3 divided by 2.9 te?,1,x,1,82.3/2.9=x,Division,28.3793103448
1270,1270,Change 225% to a mixed number? 2.5 b22 ..5 c0. 2.25 d.2 25,1,y,1,225/100=y,Division,2.25
1271,1271,Find the supplement of 127 degrees? (A)53 degrees (B) 233 degrees (C)143 degrees (D) not possible,1,x,1,180-127=x,Subtraction,53.0
1272,1272,"h Per Person 10 : $34.07 190 : 53.18 191930 : 36.74 1940 : 59.40 1950 : 179.03 1960 : 177.47 1970 : 265.3980 : 570.51 190 : 1,062.86 200 : 2,075.63 y what multiple did the amount of currency per person grow from 1910 to 2000?",1,x,1,2075.63/34.07=x,Division,60.92251247430001
1273,1273,gal in 5 min .dI 5 divided into 30 and i wIuld get the answer 6 ?,1,x,1,30/5=x,Division,6.0
1274,1274,"own has a population of 18,500. 17% are under 21 years of age. 24% are 21 or over but less than 35. 33% are 35 or over but less than 60. 20% are over 60 but less than 75. The rest are 75 or over. If you have to be 21 or over to be on a jury, what percentage of the population can serve on a jury?",1,x,1,1-0.17=x,Subtraction,0.83
1275,1275,What is 600 over 1125 ( thats a fraction) when simplified to lowest terms?,1,n,1,600/1125=n,Division,0.533333333333
1276,1276,How can 9/9 be equal to 1 and at the same time be equal to 0.99999 with the repeating bar on the last place?,1,x,1,10*x=9.99999,Multiplication,0.9990000000000001
1277,1277,The product of 2 numbers is 875. There HCF is 5. What'll be the LCM?,1,x,1,875/5=x,Division,175.0
1278,1278,"What is 20 percent of $4,273,000 please?",1,x,1,0.20*4273000=x,Multiplication,854600.0
1279,1279,"Find the range of each set of numbers.e,5 ,4 ,1 ,9 ,8 ,8 ,5 ,2 . i aId them all together,and get the number and divid ite?",1,y,1,9-1=y,Subtraction,8.0
1280,1280,d: 32 out of 38 in percentage (a. 12% b. 50% c. 55.8% c. d4.2)%,1,x,1,32/38=x,Division,0.8421052631579999
1281,1281,area of Lake Ontario is about 8% of the total area of the Great Lakes. Th area of Lake Ontario is about 7576.8 square miles. Wht is the area of the Graet Lakes?,1,x,1,7576.8=0.08*x,Multiplication,94710.0
1282,1282,"a. A 30m ladder leans against a wall of a building. If the foot of the ladder is 10m from the building. What is the angler the ladder makes with the ground? Let me explain the picture: It's an acute triangle. 30m hypotenuse, 10m adjacent side, opposite side ? and 0ll a - on it is inside the triangle. An",1,x,1,10/30=x,Division,0.33333333333299997
1283,1283,A solid metalcylinder of radius 6 cm and height 18 cm is melted and recast as cone of radius 6 cm? Find height,1,x,1,18*3=x,Multiplication,54.0
1284,1284,"ap indicates the distannce from rock island to River Bluff as 513 miles. If Mr Morris drives this distance in 9 hours, what is his average speed? (A)ph 60(B)55 ? 3(C)60 ?(D53 mph",1,x,1,x=513/9,Division,57.0
1285,1285,What interest will you pay on a $1000 loan for 1 year if the interest rate is 7%?,1,x,1,1000*0.07=x,Multiplication,70.0
1286,1286,peting cost $20 per square yard. You can carpet a room that has a width of 15ft for $800. What is the length of the room in feet?,1,x,1,360/15=x,Division,24.0
1287,1287,"If you receive $1,382.50 in commission from $27,650.00, what is the commission rate?",1,x,1,1382.50/27650.00=x,Division,0.05
1288,1288,"Te are 80 questions, tre are 48 correct h,w do i fInd the % that 48 is of 80? th",1,x,1,48/80=x,Division,0.6
1289,1289,pose you have a pipe with circumference 6cm and length 30 cm and that 8 turns of a wire are wrapped around the pipe. What is length of the wire?,1,x,1,8*6=x,Multiplication,48.0
1290,1290,"Assign a variable to unknown quantity, set an equation/inequality, and solve for the solutionssi confece room can seat a maximum of 83 people. if the dean and two counselors need to meet with students, and each must bring one parent, how many students can attend each meeting? m",1,x,1,80/2=x,Division,40.0
1291,1291,"tate whether each sequence is arithmetic, geometric, or neither. If it is arithmetic or geometric state the common difference or common ratio and write the next three terms of the sequence. 1) 1 ,3 ,9 ,27, .",1,x,1,3/1=x,Division,3.0
1292,1292,Farmer had 100 cows in winter. In spring the herd increased by 10%. In summer farmer sold 10% of animals. How many cows left?,1,x,1,110-11=x,Subtraction,99.0
1293,1293,This is what is says on the paper Integer Subtraction; range (-99) to (+99) (G) Question: (+9) - (-69),1,x,1,9+69=x,Addition,78.0
1294,1294,urveyor standing 60met ers from the base of a building measures the angle to the top of the building and finds it to be 38 degrees. The surveyor then measures the angle to the top of the radio tower on th ebe lding and finds that it is 50 degrees. How tall is the radio tower?,1,m,1,71.505-46.877=m,Subtraction,24.628
1295,1295,"a doctor prescribed 36 pills and directed you to take them every 4 hours, how many days would they last?",1,x,1,24/4=x,Division,6.0
1296,1296,"On a map that Joshua is using, 1/4 inch represents 150 miles. On the map, he measured 1 and 1/4 inches from his home to his grandparents' home. Part A: Describe how he could find the number of miles to his grandparents' home. Part B: Find the distance.",1,x,1,150*5=x,Multiplication,750.0
1297,1297,Rt triangle angles are 90 45 45 thThypotanoeeuside is 110cm what the other 2 sides the other 2 sides are the same lenthg,1,x,1,0.707*110=x,Multiplication,77.77
1298,1298,"angle 1: 15, 20 and 22 Trangle 2: 9,12, 13. 2 Iam supposed to find the scale factor of these triangles an.",1,x,1,15/9=x,Division,1.6666666666699999
1299,1299,W's 21% 0f 68 and how did you get it?,1,x,1,0.21*68=x,Multiplication,14.28
1300,1300,Julie and her 4 friends score a total of 18 goals in a 5-a-side match. What is the mean number of goals scored.,1,x,1,18/5=x,Division,3.6
1301,1301,You are climbing a mountain and you are below the mountain's peak at an altitude of 8580 ft. The angle of elevation to the peak is 30.5 degrees. The distance (along the face of the mountain) between you and the peak is 7426 ft. What is the altitude of the peak?,1,x,1,3769+8580=x,Addition,12349.0
1302,1302,How many 10 minutes are in a day?,1,y,1,1440/10=y,Division,144.0
1303,1303,Help with how to convert a mixed number to a decimal or precent.empute 2 1/5% of 96 miles....,1,x,1,0.022*96=x,Multiplication,2.112
1304,1304,"have a movie and you have 884,555 views all together and you get paid $2.50 per 1000 views.How much money have you made?",1,x,1,884.555*2.5=x,Multiplication,2211.3875
1305,1305,"In a test I got 68% 0 verall. If the test was out of 600, how many marks did I get?",1,x,1,0.68*600=x,Multiplication,408.0
1306,1306,"If 5 boys can pack 5 gifts in 5 minutes, how many boys can pack 50 gifts in 50 minutes?",1,x,1,10*5=x,Multiplication,50.0
1307,1307,"A 120 lb. student playing volleyball burns 2.7 cal. per min. If she plays for 30 min, how many cal. r burned?spent doing the activity.",1,x,1,2.7*30=x,Multiplication,81.0
1308,1308,"all of Malaysian rubber, displayed in a museum of science and technology rolled off the 1.25 meter high display table and onto the floor. It bounced, rose to a height of 0.75 meter, and was caught at t top of it's bounce. at fraction of the original height was the bounce height of the ball? A",1,x,1,0.75/1.25=x,Division,0.6
1309,1309,"One tonne of recycled paper saves about 40 trees. How many tonnes of recycled paper could save a forest of 24,000 trees? (i got 600 tonnes)",1,z,1,24000/40=z,Division,600.0
1310,1310,Kyle took 6 hours to drive 252 miles. What was the rate of her travel in miles per hour? W(A)mph (B)mph (C)mph (D)mph,1,x,1,252/6=x,Division,42.0
1311,1311,What is 23 Percent of 20?,1,y,1,0.23*20=y,Multiplication,4.6
1312,1312,What % of 0.8 is 0.2?,1,x,1,0.2/0.8=x,Division,0.25
1313,1313,What is 30% of 20g?,1,y,1,0.3*20=y,Multiplication,6.0
1314,1314,"What percent of $1,021,230.14 is $40,997?",1,x,1,1021230.14*x=40997,Multiplication,0.0401447219331
1315,1315,"speed a boat travels is usually measured in nautical miles per hour, or knots. The Staten Island ferry in New York, which provides service between Manhattan and Staten Island, can travel at 15.5 knots. Find the speed in mles per hour (Knit: 1 knot: 1.15 miles per hour.",1,x,1,15.5*1.15=x,Multiplication,17.825
1316,1316,"How many feet 10000 foot pounds can move a small apple? 10000 foot ponds is equal to 13,558.1795 joules, 1 joule is the amount of force used to move an apple 3 feet",1,x,1,13558.1795*(3)=x,Multiplication,40674.5385
1317,1317,sa wants to cover a shelf with shelf papers. The shelf is 11.5 in long and 25.6 in wide. Estimate the nearest square inch the amount of shelf papers Luisa will need. 312 in.^2 B.86 in.^2 C.7 in.^2 D.75 in.^2,1,x,1,12*26=x,Multiplication,312.0
1318,1318,"$15,155.84 is 2% of what number?",1,x,1,15155.84/0.02=x,Division,757792.0
1319,1319,5 ft 2 in = 4 ft and how many inches?,1,x,1,x=12+2,Addition,14.0
1320,1320,What is this 3x ------ _ (minus) x 2 ------- 3 like..3x over 2 minus x over 3,1,x,1,2*3=x,Multiplication,6.0
1321,1321,"Tobey knows that 1 mile is aproxp. 1imately61 Km.k Wile driving in Canada, a sign reads "" Montreal 220 km"" How many miles is Tobey from Montreal?; Round to the nearest tenth of a mile.",1,x,1,220/1.61=x,Division,136.645962733
1322,1322,6 is 40% of what number?,1,x,1,0.4*x=6,Multiplication,15.0
1323,1323,What is my class rank in percentage if I am 42 out of 341? I in the top 10% or 20%,1,x,1,42/341=x,Division,0.12316715542500001
1324,1324,"What is my grade for this class? Points obtained 158.0, points available 240.0. 158 out of 240. Tell me how you got it too please.",1,x,1,158/240=x,Division,0.658333333333
1325,1325,d the angle of elevation of the sun from the ground to the top of a tree when a tree that is 10 yards tall casts a shadow 14 yards long. Round to the nearest degree. A.54 B 36 C.46 D.44,1,x,1,(10/14)=x,Division,0.714285714286
1326,1326,400 is what percent of 40? . 900 b. 1000 c. 1100 d. 1200,1,x,1,400/40=x,Division,10.0
1327,1327,A car does 48 mph for 1 1/2 hours. How far does it go?,1,x,1,48*1.5=x,Multiplication,72.0
1328,1328,A is at the top left and B is at the top right lower than A. C and D are collinear. C is at the bottom right and D is at the bottom left. D is further than A to the left and C is further than B to the right. Please see the diagram below and IGNORE the dots which are needed to show the locations of the vertices. .... A .........B ...D______________C Angle ABC is 160 degrees. Angle CAB is 10 degrees. Angle ACB is 10 degrees. Angle CAD is 30 degrees. Angle ACD is 70 degrees. Angle ADC is 80 degrees. Find angle BDC.,1,y,1,80/2=y,Division,40.0
1329,1329,"t is the missing number in this logical series? 2, 6, 42, 1806, ____???",1,o,1,1806*1807=o,Multiplication,3263442.0
1330,1330,A football team gain 7 yards on the first play. Then loss 9 yards on the second play and gain 6 yards on the third play to get first down they need 10 yards in four plays. How many yards do they need on the fourth play to get 1st down?,1,x,1,4+x=10,Addition,6.0
1331,1331,How do I find the exact percentage off my pay check? do I find out what percent uncle sam takes out of my pay check? In one week I made 1792.00 (Gross) taxes taken out were 424.86 leaves me with 1367.14 (Net). The way I did it was by guessing the percentage but it is off. It's not 24% nor 23% it is in between. 23.7% I would like to know how to calculate the exact percentage?,1,x,1,42486/179200=x,Division,0.237087053571
1332,1332,"If A(-1, 1) and B(3, 1) are the endpoints of one side of square ABCD, what is the area of the square?",1,x,1,4*4=x,Multiplication,16.0
1333,1333,Solve for x: 24 is 60% of x?,1,x,1,0.6*x=24,Multiplication,40.0
1334,1334,How do you get a percent of 120 like 120% of 80 and 80% of 120?,1,z,1,1.2*80=z,Multiplication,96.0
1335,1335,I scored 35 on a test with 45 questions. What is the percentage I got right?,1,x,1,35/45=x,Division,0.777777777778
1336,1336,What grade % is 12 out of 14?,1,x,1,12/14=x,Division,0.8571428571430001
1337,1337,"etal strip is being installed around a workbench that is 12 feet long and 2 feet wide. If the stripping costs $7 per foot, find the total cost of the stripping.",1,n,1,7*28=n,Multiplication,196.0
1338,1338,Tamika has 67 stickers in her collection. She bought 20 more for 4$. How many stickers does she have now? A.24 B.91 C.71 D.87,1,x,1,67+20=x,Addition,87.0
1339,1339,If you worked from 11:00AM till 2:45 PM and got paid at 9.60 per hour.Wwhat does that come to,1,x,1,3.75*9.60=x,Multiplication,36.0
1340,1340,Help with statistics please! If two events are independent then? they must be mutually exclusive b.b. the sum of their probabilitimust be equal to one c.the probability of their intersection must be zero d.d. none of these answers is correctne a December day the probability of snow is .300. The probability of a cold day is .500. The probability of snow and a cold day is .150. Are snow and cold weather independent events? only if given that it snowed b.b. no c. yes only when they are mutually exclusive,1,x,1,0.30*0.50=x,Multiplication,0.15
1341,1341,"A 5-card hand is dealt from a standard deck of 52 cards. Find the probability, correct to 7 decimal places, that the 5-card hand contains no aces.",1,z,1,1712304/2598960=z,Division,0.6588419983380001
1342,1342,"Water weighs 62.4 lbs per cubic foot. What is the weight of the water in a filled pool 51 feet long? 21 feet wide and 4 inches deep, to the nearest tenth of a pound.",1,x,1,357*62.4=x,Multiplication,22276.8
1343,1343,How to convert a percent into a fraction: just like this problem 37 1/2?,1,y,1,y=37.5/100,Division,0.375
1344,1344,Find the value of 7/15 of 3/2 feet. (A)/45 [](B)10 [](C)7 [](D)14,1,x,1,7/10=x,Division,0.7
1345,1345,A square with a side of 4 has an area that is 80% of rectangle WXYZ. What is the area of rectangle WXYZ? (A)20 (B)200 (C)25 (D)2,1,x,1,0.8*x=16,Multiplication,20.0
1346,1346,"A union local closed its charity fund and distributed the funds balance of $1,324.30 equally among its 62 retired employees. How much did each person get?",1,x,1,1324.30/62=x,Division,21.3596774194
1347,1347,Find the circumference of a circle whose diameter is 8 inches. (Use 3.14 for PI)? (A)24 in (B).96 in (C)12 in,1,x,1,3.14*(8)=x,Multiplication,25.12
1348,1348,"ebuilding a scale model of a bridge that is 550 m x 100m, where the 550 side will be 48"" what will the 100 side be?",1,x,1,550*x=4800,Multiplication,8.72727272727
1349,1349,63 is 37 1/2 % of what number?,1,x,1,63=0.375*x,Multiplication,168.0
1350,1350,"What's 92 days in weeks and months ? Iought i hId been with my boyfriend 4 months and 1 week today on the 12th junJ, we got together on the 13th march, how long have we been together ?",1,x,1,92/30=x,Division,3.0666666666699998
1351,1351,"For breakfast, the cafeteria offers scrambled eggs with one slice of toast or an egg sandwich made with two slices of toast. In fifteen minutes, they sold 22 breakfasts and used 39 slices of bread. Use a model to determine how many egg sandwiches they sold. (A)16 (B) 17 (C) 18 (D) 19",1,x,1,39-22=x,Subtraction,17.0
1352,1352,Hdo you know that 7 divided by 9 less then a?,1,x,1,7/9=x,Division,0.777777777778
1353,1353,"How do you find 2.5 % of 20,000?",1,x,1,0.025*20000=x,Multiplication,500.0
1354,1354,"Express 21/13 as a percent. round to the nearest tenth, if necessary?61.9% b:0 .6% c:1 .6% d:1 61.5%",1,x,1,21/13=x,Division,1.6153846153799998
1355,1355,Convert 9.5 yards to feet. Round answers to the nearest tenth. Multiple question? 114 ft . 28.5 ft c3.2 ft,1,x,1,9.5*3=x,Multiplication,28.5
1356,1356,"The ratio of cars to trucks is 5 : 2. If there are 140 cars in a parking lot, how many trucks are there?",1,x,1,x=280/5,Division,56.0
1357,1357,how many must he buy and sell to make a profit of about 500 cents a store buys oranges at 8 for 5 cents and sell them at 4 for 11 cents.,1,x,1,660-150=x,Subtraction,510.0
1358,1358,A roof rises 9.75 ft over a horizontal distance of 17.24 ft. What is the slope of the roof to the nearest hundredth?,1,x,1,9.75/17.24=x,Division,0.565545243619
1359,1359,your business buys a product for $300.00.your business model tells you to mark up your product 33%. much is the markup?a.1 99.00 b.$109.00 c.$99.00 d.$89.00,1,x,1,300*0.33=x,Multiplication,99.0
1360,1360,a race car driver traveled 240 miles in 2 1/2 hours. His rate of speed was? 00 mph b.1 20mph c. 96mph d. 90mph,1,x,1,240/2.5=x,Division,96.0
1361,1361,3000 hours convert it by 15 hours per day how many days do i get from 3000 hours?,1,x,1,3000/15=x,Division,200.0
1362,1362,22 is what percent of 92 rounded to the nearest 10th?,1,x,1,22/92=x,Division,0.239
1363,1363,what does 255 divided by 15 equal?,1,x,1,255/15=x,Division,17.0
1364,1364,75 is what percent of 80?,1,x,1,80*x=75,Multiplication,0.938
1365,1365,3 1/2 is what percent of 5?,1,x,1,3.5=x*5,Multiplication,0.7
1366,1366,"At a Texas college, 60% of the students are from the southern part of the state, 30% are from the northern part of the state, and the remaining 10% are from out-of-state. All students must take and pass an Entry Level Math (ELM) test. 60% of the southerners have passed the ELM, 70% of the northerners have passed the ELM, and 90% of the out-of-staters have passed the ELM. If a randomly selecteds tudent has not passed the ELM, the probability the student is from southern Texas is what?",1,x,1,0.6*0.4=x,Multiplication,0.24
1367,1367,"takes 2 gardeners 8 days to mow a lawn. One of the gardeners is energetic and the other one is lazy. If the energetic gardener can mow the lawn in 12 days on his own, how long would it take for the lazy gardener to mow the lawn on his own?",1,x,1,3*8=x,Multiplication,24.0
1368,1368,"What is the next number in this series 1, 3, 6, 11, 18, 29?? choices are: 40, 42, 44, 46",1,x,1,29+13=x,Addition,42.0
1369,1369,A cube has an edge length of 4 inches. The cube is painted red all over and then cut into 64 cubes of edge length 1 inch. How many of these cubes have exactly one face painted red?,1,x,1,4*6=x,Multiplication,24.0
1370,1370,"what's the area of this Triangle?t coordinates are: (2,1), (3,4), (0,1)",1,x,1,6/2=x,Division,3.0
1371,1371,"Find the number of board feet in 80 pieces of lumber, 2"" x 4"", 18'?",1,x,1,1*80=x,Multiplication,80.0
1372,1372,"the length of one side of a triangle is 5, which of following can't be lengths of other 2? a and 3 b3 and 5 c and 8 d7 and 3 e and 12",1,x,1,5+7=x,Addition,12.0
1373,1373,width of a swimming pool is 12 ft and the whole area of the swimming pool is 192 ft ( with a little 2 behind the ft). What is the swimming pool's length?,1,x,1,192=12*x,Multiplication,16.0
1374,1374,"able wif p rows and q columns is filled with whole numbers from 1 to pq. they are written in increasing order, along row 1, then row 2 and so on. the number 20 is in the third row, 41 is in the fifth row and 103 in the last row. find the value of p+q",1,z,1,12+9=z,Addition,21.0
1375,1375,question is find percent notation for 11/16,1,x,1,11/16=x,Division,0.6875
1376,1376,A penquin swims 12 meters per second. How long does it take the penguin to swim 60 meters? a.ec. 8 b.ec. 4 c.ec. 6 d.ec.,1,x,1,60/12=x,Division,5.0
1377,1377,how many ways can a jury of 8 men and 6 women be selected from 12 men and 10 women?,1,z,1,495*210=z,Multiplication,103950.0
1378,1378,what is 20% of 182?,1,x,1,182*0.2=x,Multiplication,36.4
1379,1379,"the herkimer COunty Fair, Luke saw a tomato that weighed 2 /8 pounds. What is 2 3/8 written as a decimal? e",1,x,1,19/8=x,Division,2.375
1380,1380,198 is 60% of what number?,1,x,1,0.6*x=198,Multiplication,330.0
1381,1381,How do i add radical 121 and radical 100 with a radical answer?,1,x,1,11+10=x,Addition,21.0
1382,1382,"A semicircular window of radius 15 inches is to be laminated with a sunblock coating that costs $0.85 per square inch to apply. What is the total cost of coating the window, to the nearest cent?",1,m,1,353.25*0.85=m,Multiplication,300.2625
1383,1383,number of ounces of water needed to reduce 9 ounces of shaving lotion containing 50% of alcohool o a lotion containing 30% alcohol is?,1,x,1,15-9=x,Subtraction,6.0
1384,1384,i have 6 briefcases and 2 among them will have 100$.. hat is the probability that you pick a briefcase which has 100$ bill in it..,1,x,1,2/6=x,Division,0.33333333333299997
1385,1385,"els are Five hundred pixels per square inch creates a good picture ho.w many pixels would there be in a 3"" x 5"" picture?",1,x,1,15*500=x,Multiplication,7500.0
1386,1386,Abraham Lincoln Died In 1865. If He Was Still Alive In 2001 He's Age Will Be 192 yrs.Old. What Year Was Abraham Lincoln Born?,1,x,1,2001-192=x,Subtraction,1809.0
1387,1387,"2 girls can fill 2 notebooks in 2 weeks and 3 boys can fill 3 notebooks in 3 weeks, how many notebooks can 6 girls and 6 boys fill in 6 weeks?",1,x,1,12+18=x,Addition,30.0
1388,1388,write 3/4 as a percent? 0.75% b.7.5% c.75% d.34%,1,x,1,3/4=x,Division,0.75
1389,1389,"A car travels for 100 miles, it stops once for 10 minutes and once again for 20 minutes. The total journey takes 2 hours, what is the average speed of the car?",1,x,1,100/1.5=x,Division,66.6666666667
1390,1390,"speed of light is 11,160,000 miles/minute the distance from the sun to the earth is 93,000,000 miles.Find the time in seconds it takes for light to travel from the sun to the earth?",1,x,1,93000000/186000=x,Division,500.0
1391,1391,what is 40% of $65.00?,1,x,1,4*6.50=x,Multiplication,26.0
1392,1392,"What percentage Of 10,016.58 is 35.08??",1,x,1,35.08/10016.58=x,Division,0.0035021933634000004
1393,1393,"What is 28.4% of 15,000,000?",1,x,1,15000000*0.284=x,Multiplication,4260000.0
1394,1394,24 is 75% of what number?,1,x,1,24/x=0.75,Division,32.0
1395,1395,mathematical percentage? 16600 out of 19600,1,y,1,16600/19600=y,Division,0.84693877551
1396,1396,"what is 20% of $62,427.00?",1,y,1,0.2*62427.00=y,Multiplication,12485.4
1397,1397,"he quality cola company is starting a new promotion gimmick which the company's president hopes will increase sales. Some cans and bottles containing quality coal will be painted blue on the inside and if someone finds a can or bottle with a blue interior that person will win $100. The president would like the probability of winning $100 to 15%. If the company produces 10,000 cans of cola each day how many should have blue interiors to achieve this probability?",1,x,1,0.15*10000=x,Multiplication,1500.0
1398,1398,Amy paid $87.54 for a pair of running shoes during a 25% off sale. What was the regular price?,1,x,1,87.54=0.75*x,Multiplication,116.72
1399,1399,people decide to do podiatry course in total. 2 of them didn't originally make the standard of high school scores to get into the course but were still accepted. many people are in this 2%?,1,y,1,0.02*144=y,Multiplication,2.88
1400,1400,"d the slope of the line that passes through the points (-3, -5) and (3, 2).",1,x,1,7/6=x,Division,1.16666666667
1401,1401,What is 10 percent of 35 cents?,1,x,1,35*0.1=x,Multiplication,3.5
1402,1402,"er Simpson left an estate of $2.4 million. He left 10% to Springfield university, 15% to the First Church of Springfield, 600,000 to his wife and the remainder to be divided among his three children. How much did each child receive?",1,m,1,1200000/3=m,Division,400000.0
1403,1403,"a class of 32 students, 4 were absent on monday. What percent of the students were absent monday? Ho",1,y,1,4/32=y,Division,0.125
1404,1404,ie get a commission in addition to her hourly pay. she earns 5% commission for sales up to 4000$ and a 7% commission for all sales in a month above 4000$. last month her sales were 5400$. how much was her commission. a. 37b. 29c. 27d. dolhanks:) 5 tars,1,x,1,5400*0.07=x,Multiplication,378.0
1405,1405,Subtract 27 8/9 from 59 5/12 and reduce answer to lowest terms?,1,y,1,59.4166666667-(27.8888888889)=y,Subtraction,31.527778
1406,1406,How many meters is 63 inches?,1,y,1,0.0254*63=y,Multiplication,1.6002
1407,1407,What is the probability of getting 1 specific items from randomly chosen 3 items from a total of 8 items?,1,m,1,m=3/8,Division,0.375
1408,1408,what is the smallest 4 digit number divisble by 5 and 9?,1,x,1,23*45=x,Multiplication,1035.0
1409,1409,"i got a 16 out of 26 right, what is my grade?",1,x,1,16/26=x,Division,0.615384615385
1410,1410,"2 circles of radii 5cm n 3cm intersect at 2 points n, the distance between their centers is 4cm. Find the length of the common chord. .",1,x,1,2*3=x,Multiplication,6.0
1411,1411,"leg of a 45*-45*-90* right triangle is 3â2 inches long. Find the length of the hypotenuse.""",1,x,1,3*2=x,Multiplication,6.0
1412,1412,What's 15% of$Â£4.50,1,y,1,0.15*4.5=y,Multiplication,0.675
1413,1413,he man hires a marquee for the main concerts. He makes a scale drawing of the festival field. The scale of his drawing is 1 : 250 The actual length of the marquee is 24 metres. The actual length of the marquee on the plr?,1,x,1,24/250=x,Division,0.096
1414,1414,what is the solution to (sqrt10+(sqrt10+(sqrt10))) ?,1,y,1,(3.16227766+6.32455532)=y,Addition,9.486833
1415,1415,Mr. Hernandez had to interview a total of 63 house holds in his assignment. He has already finished 28. What percentage of the households did he finished? ( Round your andswer to the nearest tenth of a percent.).,1,x,1,28/63=x,Division,0.444444444444
1416,1416,to do 35% of 80. co,1,x,1,0.35*(80)=x,Multiplication,28.0
1417,1417,if you roll on a number of cube what is the probability of getting a 4?,1,x,1,x=1/6,Division,0.166666666667
1418,1418,wo number cubes are rolled. What is the probability that the sum of the numbers rolled is either a 6 or an 8? a. 1/4 b. 5/18 c. 2/9 d. 1/2,1,y,1,10/36=y,Division,0.277777777778
1419,1419,"A bag contains 5 yellow marbles, 16 green marbles, and 2 red marbles. What is the chance of drawing a yellow marble? If a red marble is drawn the first time and then a second marble is drawn without replacement, what is the probability of drawing a green marble? Give solutions exactly in reduced fraction form, separated by a comma.",1,x,1,16/22=x,Division,0.7272727272730001
1420,1420,"highest wind speed recorded, as of the year 2000 on the top of Mount Washington was 231 mi/h, which is about 298% faster than the highest wind speed recorded in Chicago. What was the highest wind speed recorded in Chicago as of the year 2000?",1,y,1,2.98*y=231,Multiplication,77.51677852350001
1421,1421,"hjust dug a well, trying to figure out how many gallons per minute it is pumping into a 5 gallon bucket. pumped 5 gallons in 1 min 30 seconds. how do I figure out how many gallons a minute?",1,x,1,5/1.5=x,Division,3.33333333333
1422,1422,what number is 45 percent of 20?,1,x,1,0.45*20=x,Multiplication,9.0
1423,1423,takes 60 oz of grass seed to seed 3000 feet squared of lawn. At this rate how much would be needed for 5000 feet squared of lawn?,1,x,1,3000*x=300000,Multiplication,100.0
1424,1424,"How many ""mg"" is 3 ml ?",1,x,1,3=3*x,Multiplication,1.0
1425,1425,"A bacteria reproduces a sexually 23 minutes. That is, each bacterial cell splits into two cells, every 23 min. If initially there is 1 bacterium, how long will it take until there are 128 bacteria ?",1,x,1,23*7=x,Multiplication,161.0
1426,1426,"If 1 inch is 2.5cm, how many inches in 20.6cm?",1,x,1,20.6/2.5=x,Division,8.24
1427,1427,"If a test was out of 100%, what would a 26/32 be?",1,x,1,26/32=x,Division,0.8125
1428,1428,"find the greatest common factor 189, 441?",1,x,1,189/3=x,Division,63.0
1429,1429,d the unit rate. io walks 3 1/2 miles in 1 1/4 hours.,1,x,1,3.5/1.25=x,Division,2.8
1430,1430,What grade is 132 out of 150?,1,x,1,132/150=x,Division,0.88
1431,1431,ave a 500 gallon tank. The supply pump fills the tank at a 50 GPM flow rate (can fill the tank in 10 minutes) and the draining pump drains the tank at a 85 GPM flow rate (can drain the tank in 6 minutes). How long would it take to empty the tank if both pumps run at the same time? Ca,1,x,1,x=500/35,Division,14.2857142857
1432,1432,3 1/2 divide by 2 1/4?,1,x,1,(3.5)/(2.25)=x,Division,1.55555555556
1433,1433,"Using the geometric sequence of numbers 1, 3, 9, 27.wWat is r, the ratio between 2 consecutive terms? sSow work .",1,x,1,x=27/9,Division,3.0
1434,1434,"listing salesperson on a sale receives a $2300 commission. Th seller pays an 8% commission, which is divided between the brokers. Te listing broker pays the selling broker 40% of the total commission, and pays the salesperson 52% of his (the listing brokerâs)'share. What is the sale price of the house? Sho work.",1,x,1,(0.02496)*x=2300,Multiplication,92147.43589739999
1435,1435,What is the density of this object? Ang with a mass of 368gra ms if drop in the initial volume of water which is 48ml if the water rose at 68ml ifthe ring is dropped in the water?,1,m,1,368/20=m,Division,18.4
1436,1436,What is 0.18 divided by 12?,1,m,1,0.18/12=m,Division,0.015
1437,1437,i says that she is 107 inches tall. Mitchell says that he is 2 yards tall. Kung says that he is 5 feet 8 inches tall. One of them gane an unlikely measurement of his or her height. What is the name of the student?,1,x,1,107/12=x,Division,8.916666666669999
1438,1438,"of 10,000 is what number?",1,x,1,0.24*10000=x,Multiplication,2400.0
1439,1439,37 and 1/2% of what number is 60?,1,x,1,0.375*x=60,Multiplication,160.0
1440,1440,A truck is 26 feet long. Find the length on a scale model if 1 inch represents 5 1/2 feet. UND TO THE NEAREST TENTH IF NECESSARY.,1,x,1,26/5.5=x,Division,4.72727272727
1441,1441,If you count from 0 to 100 how many number 7's will you pass along the way?,1,x,1,10+10=x,Addition,20.0
1442,1442,"Find the number that comes next in the following sequence: 40, 45, 33, 38, 27, 32, 22, 27.",1,x,1,22-4=x,Subtraction,18.0
