,question,operation
589,"Mrs. Perez bought sixteen cans of vegetables 5 cans of corn, 4 of beans, 1 of tomatoes, and 6 of beets. If she reaches into her cupboard and pulls out one of the cans without looking, what is the chance of it being beans?",Division
590,how 45 divided by 60 equals 0.75.,Division
591,"how much is 25% of $4,000?",Multiplication
592,"The experimental probability of a defective laptop being produced by a certain company is 0.032. If the company produced 134,000 laptops, how many would the experimental probably suggest are defective? Round answers to the nearest to the nearest whole laptop. A. 428 B. 4,188 C.4,288 D. 41,875",Multiplication
593,"A sum of 3 equal numbers gives 24, what that number is?",Multiplication
594,What is the total length of 2 pieces of tubing which measure 4.5 cm and 3.222 cm.,Addition
595,"hur is treating his friends to a meal at Chez Rich. Te meals added up to $136.45. If he tips the waiter 15%, what is the amount of the tip. $20.46 b.$20.47 c $13.36 d.$13.37",Multiplication
596,How do you break down 45 minutes into decimal?,Division
597,Which ratio is equivalent to 3 : 11? (A) 22 (B): 45 (C): 55 (D): 77,Division
598,WHAT IS put 4 over 10 in a decimal 2 different decimals?,Division
599,17 11/12 divided by 6 1/10,Division
600,"Find the range of this set of data: 13, 5, 32, 16, 9, 12, 6, 23, 64?",Subtraction
601,"What percent of $14,701.19 is $12,453.21?",Division
602,"the thousands digit is interchanged with the units digit of 8,543, the resulting number is a. 4,995 less than 8,543 b. 495 less than 8,543 c. al to 8,543 4d. more than 8,543 4e. 95 more than 8,543",Subtraction
603,How many grams are 1500 milligrams?,Division
604,what is 20 percent of 700?,Multiplication
605,What is 5 percent of 700?,Multiplication
606,What Is Equivalent To 121? A. 2 Squared 1? B. 3 Squared 12C. 2 Squared Or D. 3 Squared P,Multiplication
607,"A vegetable garden is 12 meters long by 7 meters wide. In one square meter, count two toads.Estimate the population of toads in the garden.",Multiplication
608,"Find the common ratio for the following geometric sequence? 4, 12, 36, 108",Division
609,What is 126 and 1/4 minus 78 and 2/3 ?,Subtraction
610,"A website is offering a promotion, during which customers can buy up to 100 photos for a flat fee. The cost per photo varies inversely with the number of photos a customer buys as shown in the table below. What function models the data? Number of photos (n) 20, 40, 50, 80. Cost per photo in cents (n) 5, 2.5, 2, 1.25",Multiplication
611,what 113.813 inches is when converted to feet?,Division
612,"How much percent is 2,167,900 of 5,284,330.",Division
613,"Find the range for the set of data, 114, 533, 220, 576, 415, 269?",Subtraction
614,I have 4 coins. i throw them all. what is the probability that 3 would be heads.,Division
615,what is 0.7 of an hour?,Multiplication
616,"What is 10% of $1,340.00?",Multiplication
617,"What is 20% of $30,000,000.00?",Multiplication
618,A company manufactures batteries in batches of 29 and there is a 3% rate of defects. Find the mean number of defects per batch. a. 0.899 b. 0.841 c. 0.87 d. 28.13,Multiplication
619,"Pyramid P is similar to pyramid Q. The volume of pyramid P is 980 cm3, and the volume of pyramid Q is 3307.5 cm3. Find the scale factor that would enlarge pyramid P to the size of pyramid Q. A. 27/8 B. 3/2 C. 8/27 D. 2/3",Division
620,flores ran a 26.1 mile marathon last year. He completed the race in 5 hours 6 minutes. This year Mr. Flores would like to run the same marathon in 4.5 hours. How many miles per hour should Mr. Flores run to complete the marathon in 4.5 hours? [D=rt],Division
621,what is 1.65m in feet?,Multiplication
622,"? d to find out what percentage 95000 is of 2,374,000.",Division
623,quare roots of 25...b,Multiplication
624,"arn å£20$ per day, and out of te å£20$ i have to give my partner å£60$ What percentage (%) does my partner recieve.",Division
625,"determine the range. 21, 10, 12, 7, 8?",Subtraction
626,what percent is 118 of 205?,Division
627,"Identify the amount in the statement ""140 is 28% of 500.""?",Multiplication
628,of 80? th,Multiplication
629,theast bound us 284 out of lubbock intersected IH 20. at its point of intersection us 284 becomes the middle boundry to 2 supplementary angles. the northwest angle measures 55 degrees. what is the measure of the second angle formed to the east?,Subtraction
630,What is 30% of 200?,Multiplication
631,Find the measure of the supplement of 58.eAa B å¡ C å¡ D å¡,Subtraction
632,I made a 61.5 on a test out of 70 possible points. How do I convert that into 100 points?,Division
633,"there are 144 boxes in a crate, each box holds 72 bulbs.HHw many bulbs are in a crate? A 2 B 216C 103D 8",Multiplication
634,what is 40% of 85?,Multiplication
635,divided by 2.3,Division
636,"Heres the chart: al subjects: 100 N. ber of Headaches: 80 N. ber of No Headaches: 20 #. Number Headaches treated with 10 Mg atorvastatin: 15 #. Number Headaches Treated with Placebo: 65 #. Number No Headaches Treated with 10 mg Atorvastatin: 17 #. Number No Headaches Treated with Placebo: 3 . If one subject is randomly selected, find theoblemablity that he or she had a headache, given that thubject is was treated with 10 me of Ator astatin",Division
637,change 33/8 into a decimal?,Division
638,CD player you want costs $81.50. Your parents have offered to give you 70% of the cost. About how much money will they give you?,Multiplication
639,i cant seem to understand how to solve this | - 8/3 |? 2 1/3 B.2 2/3 C -2 1/3 D.-2 2/3,Division
640,What percentage is 525/550?,Division
641,"If you divide a number that is smaller than 56 by a number that is greater than 7, what can you definitely say about the relative value of the quotient? a.It must be greater than 8. b.It must be equal to 6. c.It will be between 7 and 56. d.None of these. e.It must be less than 8.",Division
642,ecipe that makes 2 cups of guacamole dip calls for 1 3/4 cups of mashed avocados. How much avocado is needed to make 4 cups of dip with tis recipe?,Multiplication
643,"30 gram compound contains: 12 grams of Carbon, 2 grams of Hydrogen. 16 grams of Oxygen What percentage of the entire compound is Carbon A.) 12% B.) 30% C.) 40% D.) 30",Division
644,What is 30 percent of 300?,Multiplication
645,d the product of 3(26) using the distributive property,Multiplication
646,what is 5 and 1 fourth times 8 and 2 thirds?,Multiplication
647,"his year's total sales for All-Star Producers are $649,608. During this same time frame, computer equipment sales accounted for $335,508 of the firm's total sales revenue. What is the percentage of sales for computer equipment compared to total sal es? If necessary, round your answer to the nearest tenth of a percen",Division
648,How many students chose green as their favorite color? favorite colors of 250 students. 20% purple. 10% yellow. 20% green. 25% blue. 15% red. 10% other.,Multiplication
649,"A circle passes through the vertices of a right triangle P(-4, -6), Q(-4, 18), R(16, -6). Find the sum of x and y-coordinates of the centre of this circle..",Addition
650,find 10% of a 1.50,Multiplication
651,"If 1 of 255 subjects is randomly selected, f the probability that the person is over 40, if 85 people are over 40.",Division
652,"What is 75% of 1,887?",Multiplication
653,"ping only significant digits, express the following in decimal form: 6.5ÌÑ0. x 67",Multiplication
654,what does 10% of 50 equal?,Multiplication
655,"Charles bought a used car and later sold it for a 20% profit. If he sold it for $4596, how much did rles pay for the used car?",Multiplication
656,The floor of a rectangular deck has an area of 600 sq ft. The floor is 20 ft wide. How long is the floor? 15 ft. B 20 ft. C 30 ft. D 45 ft.,Division
657,What is 4 divided by square root of 5?,Division
658,"a forest, it rained 36 out of 90 days. Wh t is the decimal equivalent of 36 ou of 90?",Division
659,"Sylvia works overtime, she earns 1å_ t 1/2mes as much per hour as usual. After working her usual 40 hours last week, she worked an additional 4 hours of overtime. She made $552 last week. Find her usual hourly wage.",Division
660,"Eleana's budget is 40% on food, 10% other, 30% savings, and 20% clothes. How much did she budget for food? ana has $400.",Multiplication
661,Find the base edge of a square prism with height of 6 m and lateral area of 144 m2.,Multiplication
662,"39,000,000 out of 300,000,000 people can wiggle their ears. This is one out of how many people?",Division
663,"I made $58,000 in 2007 and paid $10,000 in federal income tax, what percentage did I pay in tax? ho",Division
664,is what percent of 200.,Division
665,"The perimeter of a church window is 80 inches. If the window is in the shape of a square, what is the length? A. 40 inches B. 60 inches C. 20 inches D. 15 inches",Division
666,Two cyclists start biking from a trail's start 3 hours apart. The second cyclist travels at 10 miles per hour and starts 3 hours after the first cyclist who is traveling at 6 miles per hour. How much time will pass before the second cyclist catches up with the first from the time the second cyclist started biking? A. 2 hours B. 42 Houhours . 5 3/4h ours D. 6 hoursT E. 7 m/ours,Division
667,W is 58 kilos in pounds?,Multiplication
668,What speed in mph would I be going if I did 105 miles in 2 hour 20 min?,Division
669,What fraction of an hour is 10 minutes?,Division
670,of 70 is _____.,Multiplication
671,"What is the variance of the following data? If necessary, round your answer to two decimal places? 10, 12, 15, 18, 11, 13, 14, 16, 19, 20. answers: 12.34 11.78 10.56 9.34",Division
672,Please help me to solve the problem. (2*ö_28)/7.,Division
673,"whats 3% out of 6,662?",Multiplication
674,If you work 6 and 5 ninths hours on friday and 13 and 1 third hours on sat how many hours in total did you work?,Addition
675,All the students going to Westerville High School had to take an entrance exam. The exam began at 8:15 A.M. And lasted for 210 minutes. How many hours was the exam? What time was the exam completed?,Division
676,ave $120.00 and i what somthieng that is $4.95 not including tax ho.w many of those can i get with $120,Division
677,"What is 25% of $8,100.00?",Multiplication
678,0/5(-27)-49(10),Subtraction
679,I got 23 answers right out of 75. What percentage did I get out of 100?,Division
680,10% of $560?,Multiplication
681,"this is a pie chart. It shows the distribution of a person's total yearly income of $36,000. I have to find the amount budgeted for utilities. U lities is 8% F, d 25% R, t 30% O , er 8% E, ertainment 5% C, thing 12% T, nsportation 12%",Multiplication
682,"188,000 is what percent of 210000?",Division
683,PA committee of 4 seniors and 3 juniors is to be chosen to set up decorations for the Holiday Dance. ow manuydifferent committees can be estam:ished if there are 12 different seniors and 8 differentniors is t can serve on the committee?,Multiplication
684,"2001 the average yearly wage was å£21$42 O. average, people spent 31644 on their family holiday W. t percentage of the average yearly wage is that? s",Division
685,"If 7% of a number is 42, is the number 3609?",Multiplication
686,"is received a $735 end of year bonus, if her regular salary was $24,500, what was the percent of the bonus if all employees were given fixed percent of thier regular salary as thier bonus",Multiplication
687,"Four boys washed a car for 50 cents. They didn't know how to divide the money equally, so the car owner said,""I will give the four of you 4/5 of the total amount. And the first one to tell me how much it is, I will give1/2 of the other 1/5."" What did the smart boy earn?",Addition
688,"next number in the series 4, 12, 6, 12, 36, 18, 36, is:",Multiplication
689,to figure out what 15 percent of 24 is,Multiplication
690,The area of the base of a cuboid 35 cm2. its volume is 280cm3. what is the height?,Division
691,ure out how many centimeters are ub 72inc hes. I,Multiplication
692,d.c.b.a.,Addition
693,"if you had 22,700 to begin with and you were earning 7,500 dollars a day how long would it take to get $933600",Division
694,amount required is 70000 dollars after 10 years at 9% compounded semiannually.WhatWis the semiannual payment? und the answer to 2 decimal places.],Multiplication
695,if something cost 18$ and the tax is 7.75%. what would the item cost?,Multiplication
696,t is 3% of 300?,Division
697,"A PARALLELOGRAM ABCD ,dia gonal ac measures 34m and the perpendicular of ac from either of the vertices B and D is 12m.find the area of the parallelogram.",Multiplication
698,?,Division
699,How many years has it been since 2007?,Subtraction
700,"If I have a line that is 10 inches long. I want to divide it into 16 equal parts, how long must each part be?",Division
701,what is the sum of 4 7/8 plus 5 1/6?,Addition
702,How would you find my overall percentage? total possible points was 400 and i got 336.5 (63.5 is the difference),Division
703,what number is 80% of 250?,Multiplication
704,"what is 15% of 36,000$ ?",Multiplication
705,ommittee of 3 people is to be randomly selected from a group of 5 women and 8 men. What is the probability that the committee will consist only of women? 5/143 B.7/143 C 28/143 D.30/143,Division
706,"find the range of the following set of numbers: 247, 562, 498, 149, 568, 327, 470?",Subtraction
707,A,Multiplication
708,"What can 5, 3, and 6 all go into evenly?",Multiplication
709,H,Multiplication
710,"I want to invest a certain amount of money at 8% simple interest, how long will it take for the money to double? 10 years b 9 years c.11 years d 12.5 years",Division
711,How do you divide a whole number by a fraction? feet divided by 1 3/4,Division
712,What percent of 980 is 294?,Multiplication
713,"I have to travel 88 miles, how long should that take driving 55 mph?",Division
714,How many numbers from 100 to 200 are greater than 166?,Subtraction
715,H,Multiplication
716,",",Multiplication
717,,Multiplication
718,least common multiple 45 and 54?,Multiplication
719,How many miles is 10.5 km?,Multiplication
720,5 1/16 inches divided by 3 7/8 inches?,Division
721,Two regular six-sided dice are rolled. What is the probability that the sum is at most four? 1/9 B. 1/6 C. 5/6 D. 4/9,Division
722,You made 2 pizzas. One uses 3 cups of flour and another uses 4 and a half. What is the ratio ?,Division
723,"If you divide $45,600.00 among 22 heirs, each heir will receive?",Division
724,What percent is $70 subtracted from $600 leaving a total of $540?,Division
725,do I find the square root of 25/9? I,Division
726,The area of a parallelogram is 420cm2(sqaured) and the height is 35cm. Find the corresponding base.,Multiplication
727,"What's the next number in the sequence 22, 25, 28, 31 is? A 32 B 33 C 34 D 35",Addition
728,An organization of 10 men and 15 women. I want to form a committee of 6 members and I will select them at random wFind the prosability that the committee consists of at least one maninUse 3 decimaloblaces in h answer,Subtraction
729,Write the ratio of 25 cars to 15 cars in lowest terms? A. 25/15 B 15/25 C 5/3 D 3/5,Division
730,What is 20% of $20?,Multiplication
731,What does 3/4 equal is it?,Division
732,"2 students are in a sports club. 4 play soccer, 6 play tennis, 8 play basketball, 1 plays both soccer and tennis, 1 plays both soccer and basketball, and 4 play tennis and basketball. No member of the club plays all three sports. If three students are reandomly selected from the club, what is the probability that each sport will be represented?",Division
733,What percentage 39 is of 68?,Multiplication
734,A local newspaper recently conducted a survey of 400 households in the community to determine the number of daily newspapers that were being delivered to the residence. Results were used to obtain the following probability distribution: X 0 1 2 3 4 or more P(x) 0.15 0.35 0.35 0.10 0.05 What is the probability that a household receives 0 or 1 daily papers? a. 0.15 b. 0.35 c. 0.50 d. 0.85,Addition
735,What's 29% of $500?,Multiplication
736,"What is the Answer to square the number 15? ? which is the answer to the question 3375, 225, 30, or 3.87",Multiplication
737,A six sided die is rolled. what is the probability of rolling a 3 or 4? a. 2 b. 1/3 c. 1/6 d. 1/36,Division
738,what is 9% of 15?,Multiplication
739,What percent of 50 is 12?,Multiplication
740,40 is what percent of 135? round to the nearest 10 ths place?,Multiplication
741,"The 3 pound lemon cost $1.44, what was the cost per pound?",Division
742,"What's the next number in the sequence 3, 0, 3, 12, 27, 48, 75,?",Multiplication
743,"n a train, it took 3/4 hour to travel a distance of 52 1/2 miles. What was the average speed of the train?",Division
744,"Tickets for a raffle are numbered consecutively. If John sold tickets numbered 67 through 186, inclusive, how many tickets did he sell? 117 118 119 120 121",Subtraction
745,"F area of rectangle 3"" by 8"" if a circle has radius of 2""",Multiplication
746,"Wha'ts the LCM of 5, 15, 45?",Multiplication
747,"The formula r=2ö_5L can be used to approximate the speed r, in miles per hour, of a car that has left skid marks of length L, in feet. How far will a car skid at 40 mph?",Multiplication
748,What is 67 percent of this number?,Multiplication
749,"Find the distance driven, if you drive at 60 mph for 3 1/2 hours. Round to the nearest whole mile?",Multiplication
750,am going to choose 1o f 3 different cereals and 1 of 5 different fruits to add to it..In how many ways can I do this?,Multiplication
751,What number decreased by 20% is 16?,Division
752,"The number which best completes the sequence below is: 107_Î 214_Î 642_Î 2,568_Î 12,840. A. 76,400. B. 76,004. C. 77,000. D. 77,040. E. 77,400.",Multiplication
753,What is 5 and 1/18 divided by 4 and 4/9?,Division
754,"7% of what number is 105? A. 15 B. 150 C. 1,500 D. 1.5",Multiplication
755,Suppose that blood is 92% water. Find the decimal notation for 92%.,Division
756,tant noodles are only sold in bags of 5 packets.Eac h bag is sold at $2.But Ada only has $13.How Hany packets of instant noodles can Ada buy at most?I ca,Multiplication
757,An apple costs 35 cents and a pear costs 55 cents. John has $20 and he has to buy at least 5 of each fruit. t is the maximum number of fruit he can buy with $20? How much change can he get back?,Multiplication
758,3 divided by 2.9 te?,Division
759,Change 225% to a mixed number? 2.5 b22 ..5 c0. 2.25 d.2 25,Division
760,"h Per Person 10 : $34.07 190 : 53.18 191930 : 36.74 1940 : 59.40 1950 : 179.03 1960 : 177.47 1970 : 265.3980 : 570.51 190 : 1,062.86 200 : 2,075.63 y what multiple did the amount of currency per person grow from 1910 to 2000?",Division
761,"own has a population of 18,500. 17% are under 21 years of age. 24% are 21 or over but less than 35. 33% are 35 or over but less than 60. 20% are over 60 but less than 75. The rest are 75 or over. If you have to be 21 or over to be on a jury, what percentage of the population can serve on a jury?",Subtraction
762,What is 600 over 1125 ( thats a fraction) when simplified to lowest terms?,Division
763,The product of 2 numbers is 875. There HCF is 5. What'll be the LCM?,Division
764,"What is 20 percent of $4,273,000 please?",Multiplication
765,"Find the range of each set of numbers.e,5 ,4 ,1 ,9 ,8 ,8 ,5 ,2 . i aId them all together,and get the number and divid ite?",Subtraction
766,d: 32 out of 38 in percentage (a. 12% b. 50% c. 55.8% c. d4.2)%,Division
767,"a. A 30m ladder leans against a wall of a building. If the foot of the ladder is 10m from the building. What is the angler the ladder makes with the ground? Let me explain the picture: It's an acute triangle. 30m hypotenuse, 10m adjacent side, opposite side ? and 0ll a - on it is inside the triangle. An",Division
768,"If you receive $1,382.50 in commission from $27,650.00, what is the commission rate?",Division
769,"Te are 80 questions, tre are 48 correct h,w do i fInd the % that 48 is of 80? th",Division
770,"Assign a variable to unknown quantity, set an equation/inequality, and solve for the solutionssi confece room can seat a maximum of 83 people. if the dean and two counselors need to meet with students, and each must bring one parent, how many students can attend each meeting? m",Division
771,"angle 1: 15, 20 and 22 Trangle 2: 9,12, 13. 2 Iam supposed to find the scale factor of these triangles an.",Division
772,Help with how to convert a mixed number to a decimal or precent.empute 2 1/5% of 96 miles....,Multiplication
773,"In a test I got 68% 0 verall. If the test was out of 600, how many marks did I get?",Multiplication
774,What is 23 Percent of 20?,Multiplication
775,What is 30% of 20g?,Multiplication
776,"What percent of $1,021,230.14 is $40,997?",Multiplication
777,"$15,155.84 is 2% of what number?",Division
778,What is my class rank in percentage if I am 42 out of 341? I in the top 10% or 20%,Division
779,400 is what percent of 40? . 900 b. 1000 c. 1100 d. 1200,Division
780,A car does 48 mph for 1 1/2 hours. How far does it go?,Multiplication
781,A is at the top left and B is at the top right lower than A. C and D are collinear. C is at the bottom right and D is at the bottom left. D is further than A to the left and C is further than B to the right. Please see the diagram below and IGNORE the dots which are needed to show the locations of the vertices. .... A .........B ...D______________C Angle ABC is 160 degrees. Angle CAB is 10 degrees. Angle ACB is 10 degrees. Angle CAD is 30 degrees. Angle ACD is 70 degrees. Angle ADC is 80 degrees. Find angle BDC.,Division
782,"t is the missing number in this logical series? 2, 6, 42, 1806, ____???",Multiplication
783,A football team gain 7 yards on the first play. Then loss 9 yards on the second play and gain 6 yards on the third play to get first down they need 10 yards in four plays. How many yards do they need on the fourth play to get 1st down?,Addition
784,How do I find the exact percentage off my pay check? do I find out what percent uncle sam takes out of my pay check? In one week I made 1792.00 (Gross) taxes taken out were 424.86 leaves me with 1367.14 (Net). The way I did it was by guessing the percentage but it is off. It's not 24% nor 23% it is in between. 23.7% I would like to know how to calculate the exact percentage?,Division
785,How do you get a percent of 120 like 120% of 80 and 80% of 120?,Multiplication
786,If you worked from 11:00AM till 2:45 PM and got paid at 9.60 per hour.Wwhat does that come to,Multiplication
787,Help with statistics please! If two events are independent then? they must be mutually exclusive b.b. the sum of their probabilitimust be equal to one c.the probability of their intersection must be zero d.d. none of these answers is correctne a December day the probability of snow is .300. The probability of a cold day is .500. The probability of snow and a cold day is .150. Are snow and cold weather independent events? only if given that it snowed b.b. no c. yes only when they are mutually exclusive,Multiplication
788,"Water weighs 62.4 lbs per cubic foot. What is the weight of the water in a filled pool 51 feet long? 21 feet wide and 4 inches deep, to the nearest tenth of a pound.",Multiplication
789,"A union local closed its charity fund and distributed the funds balance of $1,324.30 equally among its 62 retired employees. How much did each person get?",Division
790,63 is 37 1/2 % of what number?,Multiplication
791,"For breakfast, the cafeteria offers scrambled eggs with one slice of toast or an egg sandwich made with two slices of toast. In fifteen minutes, they sold 22 breakfasts and used 39 slices of bread. Use a model to determine how many egg sandwiches they sold. (A)16 (B) 17 (C) 18 (D) 19",Subtraction
792,"How do you find 2.5 % of 20,000?",Multiplication
793,"Express 21/13 as a percent. round to the nearest tenth, if necessary?61.9% b:0 .6% c:1 .6% d:1 61.5%",Division
794,how many must he buy and sell to make a profit of about 500 cents a store buys oranges at 8 for 5 cents and sell them at 4 for 11 cents.,Subtraction
795,your business buys a product for $300.00.your business model tells you to mark up your product 33%. much is the markup?a.1 99.00 b.$109.00 c.$99.00 d.$89.00,Multiplication
796,a race car driver traveled 240 miles in 2 1/2 hours. His rate of speed was? 00 mph b.1 20mph c. 96mph d. 90mph,Division
797,22 is what percent of 92 rounded to the nearest 10th?,Division
798,what does 255 divided by 15 equal?,Division
799,75 is what percent of 80?,Multiplication
800,3 1/2 is what percent of 5?,Multiplication
801,"At a Texas college, 60% of the students are from the southern part of the state, 30% are from the northern part of the state, and the remaining 10% are from out-of-state. All students must take and pass an Entry Level Math (ELM) test. 60% of the southerners have passed the ELM, 70% of the northerners have passed the ELM, and 90% of the out-of-staters have passed the ELM. If a randomly selecteds tudent has not passed the ELM, the probability the student is from southern Texas is what?",Multiplication
802,"takes 2 gardeners 8 days to mow a lawn. One of the gardeners is energetic and the other one is lazy. If the energetic gardener can mow the lawn in 12 days on his own, how long would it take for the lazy gardener to mow the lawn on his own?",Multiplication
803,"What is the next number in this series 1, 3, 6, 11, 18, 29?? choices are: 40, 42, 44, 46",Addition
804,"what's the area of this Triangle?t coordinates are: (2,1), (3,4), (0,1)",Division
805,"Find the number of board feet in 80 pieces of lumber, 2"" x 4"", 18'?",Multiplication
806,"the length of one side of a triangle is 5, which of following can't be lengths of other 2? a and 3 b3 and 5 c and 8 d7 and 3 e and 12",Addition
807,"able wif p rows and q columns is filled with whole numbers from 1 to pq. they are written in increasing order, along row 1, then row 2 and so on. the number 20 is in the third row, 41 is in the fifth row and 103 in the last row. find the value of p+q",Addition
808,question is find percent notation for 11/16,Division
809,A penquin swims 12 meters per second. How long does it take the penguin to swim 60 meters? a.ec. 8 b.ec. 4 c.ec. 6 d.ec.,Division
810,how many ways can a jury of 8 men and 6 women be selected from 12 men and 10 women?,Multiplication
811,what is 20% of 182?,Multiplication
812,How do i add radical 121 and radical 100 with a radical answer?,Addition
813,i have 6 briefcases and 2 among them will have 100$.. hat is the probability that you pick a briefcase which has 100$ bill in it..,Division
814,"els are Five hundred pixels per square inch creates a good picture ho.w many pixels would there be in a 3"" x 5"" picture?",Multiplication
815,write 3/4 as a percent? 0.75% b.7.5% c.75% d.34%,Division
816,"A car travels for 100 miles, it stops once for 10 minutes and once again for 20 minutes. The total journey takes 2 hours, what is the average speed of the car?",Division
817,"speed of light is 11,160,000 miles/minute the distance from the sun to the earth is 93,000,000 miles.Find the time in seconds it takes for light to travel from the sun to the earth?",Division
818,what is 40% of $65.00?,Multiplication
819,"What percentage Of 10,016.58 is 35.08??",Division
820,"What is 28.4% of 15,000,000?",Multiplication
821,"what is 20% of $62,427.00?",Multiplication
822,"he quality cola company is starting a new promotion gimmick which the company's president hopes will increase sales. Some cans and bottles containing quality coal will be painted blue on the inside and if someone finds a can or bottle with a blue interior that person will win $100. The president would like the probability of winning $100 to 15%. If the company produces 10,000 cans of cola each day how many should have blue interiors to achieve this probability?",Multiplication
823,Amy paid $87.54 for a pair of running shoes during a 25% off sale. What was the regular price?,Multiplication
824,people decide to do podiatry course in total. 2 of them didn't originally make the standard of high school scores to get into the course but were still accepted. many people are in this 2%?,Multiplication
825,"d the slope of the line that passes through the points (-3, -5) and (3, 2).",Division
826,"er Simpson left an estate of $2.4 million. He left 10% to Springfield university, 15% to the First Church of Springfield, 600,000 to his wife and the remainder to be divided among his three children. How much did each child receive?",Division
827,Subtract 27 8/9 from 59 5/12 and reduce answer to lowest terms?,Subtraction
828,How many meters is 63 inches?,Multiplication
829,What is the probability of getting 1 specific items from randomly chosen 3 items from a total of 8 items?,Division
830,"2 circles of radii 5cm n 3cm intersect at 2 points n, the distance between their centers is 4cm. Find the length of the common chord. .",Multiplication
831,"leg of a 45*-45*-90* right triangle is 3ö_2 inches long. Find the length of the hypotenuse.""",Multiplication
832,What's 15% of$å£4.50,Multiplication
833,what is the solution to (sqrt10+(sqrt10+(sqrt10))) ?,Addition
834,if you roll on a number of cube what is the probability of getting a 4?,Division
835,wo number cubes are rolled. What is the probability that the sum of the numbers rolled is either a 6 or an 8? a. 1/4 b. 5/18 c. 2/9 d. 1/2,Division
836,"How many ""mg"" is 3 ml ?",Multiplication
837,"A bacteria reproduces a sexually 23 minutes. That is, each bacterial cell splits into two cells, every 23 min. If initially there is 1 bacterium, how long will it take until there are 128 bacteria ?",Multiplication
838,"If 1 inch is 2.5cm, how many inches in 20.6cm?",Division
839,"If a test was out of 100%, what would a 26/32 be?",Division
840,"find the greatest common factor 189, 441?",Division
841,d the unit rate. io walks 3 1/2 miles in 1 1/4 hours.,Division
842,ave a 500 gallon tank. The supply pump fills the tank at a 50 GPM flow rate (can fill the tank in 10 minutes) and the draining pump drains the tank at a 85 GPM flow rate (can drain the tank in 6 minutes). How long would it take to empty the tank if both pumps run at the same time? Ca,Division
843,3 1/2 divide by 2 1/4?,Division
844,"Using the geometric sequence of numbers 1, 3, 9, 27.wWat is r, the ratio between 2 consecutive terms? sSow work .",Division
845,What is the density of this object? Ang with a mass of 368gra ms if drop in the initial volume of water which is 48ml if the water rose at 68ml ifthe ring is dropped in the water?,Division
846,i says that she is 107 inches tall. Mitchell says that he is 2 yards tall. Kung says that he is 5 feet 8 inches tall. One of them gane an unlikely measurement of his or her height. What is the name of the student?,Division
847,"of 10,000 is what number?",Multiplication
848,37 and 1/2% of what number is 60?,Multiplication
849,A truck is 26 feet long. Find the length on a scale model if 1 inch represents 5 1/2 feet. UND TO THE NEAREST TENTH IF NECESSARY.,Division
850,"Find the number that comes next in the following sequence: 40, 45, 33, 38, 27, 32, 22, 27.",Subtraction
851,bject traveled for 3 hours at a rate of 30mil es/hr. and then for another 2 and 1/4 hours at a rate of 10 and 1/2mil es/hr. How many total miles did the object travel?,Addition
852,A backyard has dimensions 3 and 4/5 yards by 1 and 1/2 yards. What is the area of the back yard in square?,Multiplication
853,How would you do 10 to the negative fourth power? 10^(-4)?,Subtraction
854,ing that ) is the radical sign... uld 3)24 become 12)2?,Multiplication
855,"There are 8 numbers: 2, 3, 4, 5, 6, 7, 8, and 9. t is the probability of getting a number greater than 2 and less than or equal to 5?",Division
856,5.4 is to 0.6 as 12.6 is to 1.4?,Division
857,"What is the actual distance between Houston & Dallas, if the map shows the two cities to be 1.25 inches apart? a map, the scale 1 inch represents 180 miles.",Multiplication
858,"Use the following information to answer the question below. Polly Rhodes bought a car for $9,200. She drove the car 12,000 miles last year. Her car expenses for the year were insurance, $436; gas and oil, $670; repairs, $28; license plates, $42; loss of interest on original investment, $460; depreciation, 18 percent. Find last year's operating cost per mile, to the nearest cent. ______ cents",Division
859,Write the fraction in simplest form. 66/116 a. 58/33 b. 23/13 c. 33/58 d. 67/117,Division
860,About what percent of 80 is 50?,Division
861,You save 40% when buying a shirt that originally cost $29. How much do you save?,Multiplication
862,I am a number less than 60 two of my factors are 2 and 7 I am a common multiple of 8 and 14?,Multiplication
863,Determine the smaller angle between the hands when the time is a. 1 o'clock b. 2 o'clock c. 1.30 d. 1.45 e. 1.27 f. 1.52 Find a rule which expresses the angle between the hands when the time is A minutes past B.,Multiplication
864,Seth can read 6 3/4 books in 2 1/4 weeks. How many books can Seth read in 1 week?,Division
865,"what is the answer to 562,867 plus 786,564?",Addition
866,"How do you figure get 10% of $7,375.00?",Multiplication
867,Two dice are rolled. FInd the probability that a 5 appears on exactly one die or the sum? Probablity question. Two dice are rolled. FInd the probability that a 5 appears on exactly one die or the sum is 9.,Division
868,"got an exam, meaning that she earned 74 points out of 80 possible. Write the decimal equivalent of this fraction.",Division
869,"how many meters are there in 25,321 cm? 100 cm=1 meter",Division
870,"A line through (5, 5) with a slope of 0 has a y-intercept at?",Subtraction
871,whats 30 percent of 270?,Multiplication
872,when would 16 be 4 more than 17?,Addition
873,If I've earned $985.92 and been taxed $79.79. how do I work out what percentage of $985.92 I've been taxed?,Division
874,1 inch corresponds to 15 miles . what is the actual distance between two cities 6.5 inches apart?,Multiplication
875,"ts 1'5% of $4,630,966",Multiplication
876,reduce to lowest term 34/68?,Division
877,how would you divide 3 by 8?,Division
878,33 1/3 % of what number is 36,Multiplication
