,question,operation
974,Regular price for a coat is $120. It is on sale for 25% off the regular price. What is the SALE price of the coat?,Multiplication
975,All the students going to Westerville High School had to take an entrance exam. The exam began at 8:15 A.M. And lasted for 210 minutes. How many hours was the exam? What time was the exam completed?,Division
976,ave $120.00 and i what somthieng that is $4.95 not including tax ho.w many of those can i get with $120,Division
977,"Leaning Tower of Pisa should stand at 60 meters, but because it is tilted, it only stands at 58 meters. At what angle of inclination is the tower tilted? - a. -6b. -8c. i",Subtraction
978,"What is 25% of $8,100.00?",Multiplication
979,earchers have observed that regular smokers have an average life span that is normally distributed and is 68 years with a standard deviation of 10 years. What percent of smokers will live beyond age 76?,Subtraction
980,"Out of the first 100 customers, how many will receive a bumper sticker and a 10% discount? ry fourth customer at a store gets a free bumper sticker, and every tenth customer gets a 10% discount. a. 25 b. 10 c.0 d.5",Division
981,0/5(-27)-49(10),Subtraction
982,18 and 3/4's is what % of 75?,Division
983,I got 23 answers right out of 75. What percentage did I get out of 100?,Division
984,10% of $560?,Multiplication
985,"this is a pie chart. It shows the distribution of a person's total yearly income of $36,000. I have to find the amount budgeted for utilities. U lities is 8% F, d 25% R, t 30% O , er 8% E, ertainment 5% C, thing 12% T, nsportation 12%",Multiplication
986,"188,000 is what percent of 210000?",Division
987,"Each perosn in a sample of 300 residents in Buncombe County was asked whether he or she favored having a single countywide police department. The county cnsists of one large city and a number of small townships. The response of those sampoled, with their place of residence specified is given in the following table. Residence/--Favor--Oppose-- Tota Live in city/-- 130---50----180 Live outside city/---85---35---120 Total/--215---85---300 If one person from the sample is selected at random, find the probability that the person favors a single countywide police force.",Division
988,"2001 the average yearly wage was å£21$42 O. average, people spent 31644 on their family holiday W. t percentage of the average yearly wage is that? s",Division
989,"If 7% of a number is 42, is the number 3609?",Multiplication
990,"The area of a rectangular garden is 4472 ft. (2) (to the second power.) If the length of the garden is 86 feet, what is its width?",Multiplication
991,if base of a parallelogram is 6 1/2 in. and height is 1 1/2 in. what is its area?,Multiplication
992,"is received a $735 end of year bonus, if her regular salary was $24,500, what was the percent of the bonus if all employees were given fixed percent of thier regular salary as thier bonus",Multiplication
993,"Four boys washed a car for 50 cents. They didn't know how to divide the money equally, so the car owner said,""I will give the four of you 4/5 of the total amount. And the first one to tell me how much it is, I will give1/2 of the other 1/5."" What did the smart boy earn?",Addition
994,"next number in the series 4, 12, 6, 12, 36, 18, 36, is:",Multiplication
995,"Solve. Round to tenths if necessary.There are 18 violins players in an orchestra.II this is 24% of the?estra membership,find the number of members in the orchestra? a members b. 7 members c. 7 members d. 7 members",Division
996,to figure out what 15 percent of 24 is,Multiplication
997,The area of the base of a cuboid 35 cm2. its volume is 280cm3. what is the height?,Division
998,ure out how many centimeters are ub 72inc hes. I,Multiplication
999,d.c.b.a.,Addition
1000,"if you had 22,700 to begin with and you were earning 7,500 dollars a day how long would it take to get $933600",Division
1001,"If I started out with 25.00 and made 10.13, what percentage would I have made on top of the original 25.00?",Division
1002,t is 3.9% of 2500 billion?,Multiplication
1003,A car gets 21 mpg. How many miles can it get if the tank is full with 14 gallons?,Multiplication
1004,would you go about solving this: 11/2 % of 5416,Multiplication
1005,"A person was fined for exceeding the speed limit by 10 mph. Another person was also fined for exceeding the sampeed limit by 10mtwice the sameno the sond person was traveling at a speed of 35 mph, find the speed limit.",Addition
1006,amount required is 70000 dollars after 10 years at 9% compounded semiannually.WhatWis the semiannual payment? und the answer to 2 decimal places.],Multiplication
1007,if something cost 18$ and the tax is 7.75%. what would the item cost?,Multiplication
1008,What's 30% off of 54 dollars ?,Multiplication
1009,t is 3% of 300?,Division
1010,18th hole of St Andrews Golf course is 520 m in length. How long will it be on a plan of the golf course. The scale is 1: 9000)),Division
1011,"dents st the University of Washington built a model globe 42 ft in diameter using a scale of 1 : 1,000,000. About how tall is Mt. Everest on the model? (Mt. Everest is about 29,000 ft tall)",Division
1012,"A PARALLELOGRAM ABCD ,dia gonal ac measures 34m and the perpendicular of ac from either of the vertices B and D is 12m.find the area of the parallelogram.",Multiplication
1013,"In a game of craps, a player looses on the roll if a 2, 3 or 12 is tossed on first roll.d the probability of loosing on first roll.",Division
1014,"you made 450.00, fica tax is 12.00, so on and so forth, what is the percentage, h",Division
1015,?,Division
1016,what is the sum of 4 7/8 plus 5 1/6?,Addition
1017,What is square root of 63 divided by square root 7?,Division
1018,How would you find my overall percentage? total possible points was 400 and i got 336.5 (63.5 is the difference),Division
1019,what number is 80% of 250?,Multiplication
1020,"what is 15% of 36,000$ ?",Multiplication
1021,ommittee of 3 people is to be randomly selected from a group of 5 women and 8 men. What is the probability that the committee will consist only of women? 5/143 B.7/143 C 28/143 D.30/143,Division
1022,"find the range of the following set of numbers: 247, 562, 498, 149, 568, 327, 470?",Subtraction
1023,A,Multiplication
1024,"What can 5, 3, and 6 all go into evenly?",Multiplication
1025,H,Multiplication
1026,2 1/2 subtract by 8 3/4 equals what?,Subtraction
1027,How do you divide a whole number by a fraction? feet divided by 1 3/4,Division
1028,What percent of 980 is 294?,Multiplication
1029,How many numbers from 100 to 200 are greater than 166?,Subtraction
1030,". Whatever wants to make a 150 square foot rectanguala vegetable garden alon thge side of her garage. If the garage is 20 feet long, how side should the garden be?",Division
1031,H,Multiplication
1032,",",Multiplication
1033,,Multiplication
1034,least common multiple 45 and 54?,Multiplication
1035,How many miles is 10.5 km?,Multiplication
1036,5 1/16 inches divided by 3 7/8 inches?,Division
1037,0.7 is 19% of what number? _____?,Multiplication
1038,"The number of calories burned while doing an activity can be expressed by rm,ileere r is the rate of calories burned and m is the the number of minutes spenting anthetivity ca blem: a120 pound student playing volleyball burns 2.7 calories per minute. if the student plays for 30 minutes, how many calories does the student burn?",Multiplication
1039,What is 5 over 6 as a decimal?,Division
1040,A feeding trough full of water is 5 ft long and its ends are isosceles triangles having a base and height of 3 ft. Water leaks out of the tano at ate of 5 (ft)^3/min. How fast is the water level falling when the wer in the tank is 6 in. deep?,Division
1041,$49 paid for restaurant and a 15% tip. How much would the tip be?,Multiplication
1042,What is the square footage of a 12 x 15 room?,Multiplication
1043,do I find the square root of 25/9? I,Division
1044,What ise LCM of 6 and 27 ann,Multiplication
1045,The area of a parallelogram is 420cm2(sqaured) and the height is 35cm. Find the corresponding base.,Multiplication
1046,"What's the next number in the sequence 22, 25, 28, 31 is? A 32 B 33 C 34 D 35",Addition
1047,An organization of 10 men and 15 women. I want to form a committee of 6 members and I will select them at random wFind the prosability that the committee consists of at least one maninUse 3 decimaloblaces in h answer,Subtraction
1048,Write the ratio of 25 cars to 15 cars in lowest terms? A. 25/15 B 15/25 C 5/3 D 3/5,Division
1049,Ihe VAT is increased to 19%. What divisor (correct to 5 significant figures) is needed to find the VAT part of the total price?,Division
1050,What is 20% of $20?,Multiplication
1051,What does 3/4 equal is it?,Division
1052,"2 students are in a sports club. 4 play soccer, 6 play tennis, 8 play basketball, 1 plays both soccer and tennis, 1 plays both soccer and basketball, and 4 play tennis and basketball. No member of the club plays all three sports. If three students are reandomly selected from the club, what is the probability that each sport will be represented?",Division
1053,What percentage 39 is of 68?,Multiplication
1054,"Jeff's car gets 444 mile with a full tank of gas. If his gas tank holds twelve gallons, how many miles per gallon is his car getting?",Division
1055,fair dice of tossed. Find the Probabilites in each of the following cases: 1]The sum of the numbers obtained is 7. 2,Division
1056,What's 29% of $500?,Multiplication
1057,ave a 6 yard by 4 yard piece of cloth. What is the area of the largest circular piece that can be cut? l ve answer in terms of pi. E,Multiplication
1058,"What is the Answer to square the number 15? ? which is the answer to the question 3375, 225, 30, or 3.87",Multiplication
1059,ave an 86.5% in math and i am pretty sure i got 100% on my final which is 10% of my grade. whaW would my grade be?,Multiplication
1060,first 31st term of a geometric sequence is 123 and the 32nd term is 1107. What is the 33rd term.?,Multiplication
1061,What is 189 divided by 243 in a fraction simplest form?,Division
1062,A six sided die is rolled. what is the probability of rolling a 3 or 4? a. 2 b. 1/3 c. 1/6 d. 1/36,Division
1063,what is 9% of 15?,Multiplication
1064,What percent of 50 is 12?,Multiplication
1065,40 is what percent of 135? round to the nearest 10 ths place?,Multiplication
1066,"The 3 pound lemon cost $1.44, what was the cost per pound?",Division
1067,many yards are contained in 324.1 centimeters? ( yard= 91.46 centimeters),Division
1068,"n a train, it took 3/4 hour to travel a distance of 52 1/2 miles. What was the average speed of the train?",Division
1069,"Tickets for a raffle are numbered consecutively. If John sold tickets numbered 67 through 186, inclusive, how many tickets did he sell? 117 118 119 120 121",Subtraction
1070,"F area of rectangle 3"" by 8"" if a circle has radius of 2""",Multiplication
1071,"Wha'ts the LCM of 5, 15, 45?",Multiplication
1072,"The formula r=2ö_5L can be used to approximate the speed r, in miles per hour, of a car that has left skid marks of length L, in feet. How far will a car skid at 40 mph?",Multiplication
1073,What is 67 percent of this number?,Multiplication
1074,am going to choose 1o f 3 different cereals and 1 of 5 different fruits to add to it..In how many ways can I do this?,Multiplication
1075,What number decreased by 20% is 16?,Division
1076,"The number which best completes the sequence below is: 107_Î 214_Î 642_Î 2,568_Î 12,840. A. 76,400. B. 76,004. C. 77,000. D. 77,040. E. 77,400.",Multiplication
1077,What is 5 and 1/18 divided by 4 and 4/9?,Division
1078,"7% of what number is 105? A. 15 B. 150 C. 1,500 D. 1.5",Multiplication
1079,A rectangle measures 25 cm by 10 cm. What is its area?,Multiplication
1080,The area of a parallelogram is 36 cm2. The height of the parallelogram is 3 centimeters. How long is the base?,Multiplication
1081,Suppose that blood is 92% water. Find the decimal notation for 92%.,Division
1082,long does the nurse allow for infusing 6 ml when the infusion bag contains 150 ml and the infusion rate is 1.5 ml per minute?,Division
1083,"The least positive integer which, is divisible by 2, 3 and 4 is?",Multiplication
1084,tant noodles are only sold in bags of 5 packets.Eac h bag is sold at $2.But Ada only has $13.How Hany packets of instant noodles can Ada buy at most?I ca,Multiplication
1085,An apple costs 35 cents and a pear costs 55 cents. John has $20 and he has to buy at least 5 of each fruit. t is the maximum number of fruit he can buy with $20? How much change can he get back?,Multiplication
1086,3 divided by 2.9 te?,Division
1087,Change 225% to a mixed number? 2.5 b22 ..5 c0. 2.25 d.2 25,Division
1088,Find the supplement of 127 degrees? (A)53 degrees (B) 233 degrees (C)143 degrees (D) not possible,Subtraction
1089,"h Per Person 10 : $34.07 190 : 53.18 191930 : 36.74 1940 : 59.40 1950 : 179.03 1960 : 177.47 1970 : 265.3980 : 570.51 190 : 1,062.86 200 : 2,075.63 y what multiple did the amount of currency per person grow from 1910 to 2000?",Division
1090,gal in 5 min .dI 5 divided into 30 and i wIuld get the answer 6 ?,Division
1091,What is 600 over 1125 ( thats a fraction) when simplified to lowest terms?,Division
1092,How can 9/9 be equal to 1 and at the same time be equal to 0.99999 with the repeating bar on the last place?,Multiplication
1093,The product of 2 numbers is 875. There HCF is 5. What'll be the LCM?,Division
1094,"What is 20 percent of $4,273,000 please?",Multiplication
1095,"Find the range of each set of numbers.e,5 ,4 ,1 ,9 ,8 ,8 ,5 ,2 . i aId them all together,and get the number and divid ite?",Subtraction
1096,d: 32 out of 38 in percentage (a. 12% b. 50% c. 55.8% c. d4.2)%,Division
1097,area of Lake Ontario is about 8% of the total area of the Great Lakes. Th area of Lake Ontario is about 7576.8 square miles. Wht is the area of the Graet Lakes?,Multiplication
1098,"a. A 30m ladder leans against a wall of a building. If the foot of the ladder is 10m from the building. What is the angler the ladder makes with the ground? Let me explain the picture: It's an acute triangle. 30m hypotenuse, 10m adjacent side, opposite side ? and 0ll a - on it is inside the triangle. An",Division
1099,A solid metalcylinder of radius 6 cm and height 18 cm is melted and recast as cone of radius 6 cm? Find height,Multiplication
1100,"ap indicates the distannce from rock island to River Bluff as 513 miles. If Mr Morris drives this distance in 9 hours, what is his average speed? (A)ph 60(B)55 ? 3(C)60 ?(D53 mph",Division
1101,What interest will you pay on a $1000 loan for 1 year if the interest rate is 7%?,Multiplication
1102,peting cost $20 per square yard. You can carpet a room that has a width of 15ft for $800. What is the length of the room in feet?,Division
1103,"If you receive $1,382.50 in commission from $27,650.00, what is the commission rate?",Division
1104,"Te are 80 questions, tre are 48 correct h,w do i fInd the % that 48 is of 80? th",Division
1105,pose you have a pipe with circumference 6cm and length 30 cm and that 8 turns of a wire are wrapped around the pipe. What is length of the wire?,Multiplication
1106,"tate whether each sequence is arithmetic, geometric, or neither. If it is arithmetic or geometric state the common difference or common ratio and write the next three terms of the sequence. 1) 1 ,3 ,9 ,27, .",Division
1107,Farmer had 100 cows in winter. In spring the herd increased by 10%. In summer farmer sold 10% of animals. How many cows left?,Subtraction
1108,This is what is says on the paper Integer Subtraction; range (-99) to (+99) (G) Question: (+9) - (-69),Addition
1109,"a doctor prescribed 36 pills and directed you to take them every 4 hours, how many days would they last?",Division
1110,"On a map that Joshua is using, 1/4 inch represents 150 miles. On the map, he measured 1 and 1/4 inches from his home to his grandparents' home. Part A: Describe how he could find the number of miles to his grandparents' home. Part B: Find the distance.",Multiplication
1111,Rt triangle angles are 90 45 45 thThypotanoeeuside is 110cm what the other 2 sides the other 2 sides are the same lenthg,Multiplication
1112,"angle 1: 15, 20 and 22 Trangle 2: 9,12, 13. 2 Iam supposed to find the scale factor of these triangles an.",Division
1113,W's 21% 0f 68 and how did you get it?,Multiplication
1114,You are climbing a mountain and you are below the mountain's peak at an altitude of 8580 ft. The angle of elevation to the peak is 30.5 degrees. The distance (along the face of the mountain) between you and the peak is 7426 ft. What is the altitude of the peak?,Addition
1115,How many 10 minutes are in a day?,Division
1116,Help with how to convert a mixed number to a decimal or precent.empute 2 1/5% of 96 miles....,Multiplication
1117,"have a movie and you have 884,555 views all together and you get paid $2.50 per 1000 views.How much money have you made?",Multiplication
1118,"In a test I got 68% 0 verall. If the test was out of 600, how many marks did I get?",Multiplication
1119,"If 5 boys can pack 5 gifts in 5 minutes, how many boys can pack 50 gifts in 50 minutes?",Multiplication
1120,"A 120 lb. student playing volleyball burns 2.7 cal. per min. If she plays for 30 min, how many cal. r burned?spent doing the activity.",Multiplication
1121,"all of Malaysian rubber, displayed in a museum of science and technology rolled off the 1.25 meter high display table and onto the floor. It bounced, rose to a height of 0.75 meter, and was caught at t top of it's bounce. at fraction of the original height was the bounce height of the ball? A",Division
1122,What is 23 Percent of 20?,Multiplication
1123,What % of 0.8 is 0.2?,Division
1124,What is 30% of 20g?,Multiplication
1125,"What percent of $1,021,230.14 is $40,997?",Multiplication
1126,"speed a boat travels is usually measured in nautical miles per hour, or knots. The Staten Island ferry in New York, which provides service between Manhattan and Staten Island, can travel at 15.5 knots. Find the speed in mles per hour (Knit: 1 knot: 1.15 miles per hour.",Multiplication
1127,"How many feet 10000 foot pounds can move a small apple? 10000 foot ponds is equal to 13,558.1795 joules, 1 joule is the amount of force used to move an apple 3 feet",Multiplication
1128,sa wants to cover a shelf with shelf papers. The shelf is 11.5 in long and 25.6 in wide. Estimate the nearest square inch the amount of shelf papers Luisa will need. 312 in.^2 B.86 in.^2 C.7 in.^2 D.75 in.^2,Multiplication
1129,"$15,155.84 is 2% of what number?",Division
1130,5 ft 2 in = 4 ft and how many inches?,Addition
1131,"Tobey knows that 1 mile is aproxp. 1imately61 Km.k Wile driving in Canada, a sign reads "" Montreal 220 km"" How many miles is Tobey from Montreal?; Round to the nearest tenth of a mile.",Division
1132,6 is 40% of what number?,Multiplication
1133,What is my class rank in percentage if I am 42 out of 341? I in the top 10% or 20%,Division
1134,d the angle of elevation of the sun from the ground to the top of a tree when a tree that is 10 yards tall casts a shadow 14 yards long. Round to the nearest degree. A.54 B 36 C.46 D.44,Division
1135,400 is what percent of 40? . 900 b. 1000 c. 1100 d. 1200,Division
1136,A is at the top left and B is at the top right lower than A. C and D are collinear. C is at the bottom right and D is at the bottom left. D is further than A to the left and C is further than B to the right. Please see the diagram below and IGNORE the dots which are needed to show the locations of the vertices. .... A .........B ...D______________C Angle ABC is 160 degrees. Angle CAB is 10 degrees. Angle ACB is 10 degrees. Angle CAD is 30 degrees. Angle ACD is 70 degrees. Angle ADC is 80 degrees. Find angle BDC.,Division
1137,A football team gain 7 yards on the first play. Then loss 9 yards on the second play and gain 6 yards on the third play to get first down they need 10 yards in four plays. How many yards do they need on the fourth play to get 1st down?,Addition
1138,How do I find the exact percentage off my pay check? do I find out what percent uncle sam takes out of my pay check? In one week I made 1792.00 (Gross) taxes taken out were 424.86 leaves me with 1367.14 (Net). The way I did it was by guessing the percentage but it is off. It's not 24% nor 23% it is in between. 23.7% I would like to know how to calculate the exact percentage?,Division
1139,"If A(-1, 1) and B(3, 1) are the endpoints of one side of square ABCD, what is the area of the square?",Multiplication
1140,Solve for x: 24 is 60% of x?,Multiplication
1141,How do you get a percent of 120 like 120% of 80 and 80% of 120?,Multiplication
1142,I scored 35 on a test with 45 questions. What is the percentage I got right?,Division
1143,What grade % is 12 out of 14?,Division
1144,"etal strip is being installed around a workbench that is 12 feet long and 2 feet wide. If the stripping costs $7 per foot, find the total cost of the stripping.",Multiplication
1145,If you worked from 11:00AM till 2:45 PM and got paid at 9.60 per hour.Wwhat does that come to,Multiplication
1146,Help with statistics please! If two events are independent then? they must be mutually exclusive b.b. the sum of their probabilitimust be equal to one c.the probability of their intersection must be zero d.d. none of these answers is correctne a December day the probability of snow is .300. The probability of a cold day is .500. The probability of snow and a cold day is .150. Are snow and cold weather independent events? only if given that it snowed b.b. no c. yes only when they are mutually exclusive,Multiplication
1147,"A 5-card hand is dealt from a standard deck of 52 cards. Find the probability, correct to 7 decimal places, that the 5-card hand contains no aces.",Division
1148,"Water weighs 62.4 lbs per cubic foot. What is the weight of the water in a filled pool 51 feet long? 21 feet wide and 4 inches deep, to the nearest tenth of a pound.",Multiplication
1149,How to convert a percent into a fraction: just like this problem 37 1/2?,Division
1150,Find the value of 7/15 of 3/2 feet. (A)/45 [](B)10 [](C)7 [](D)14,Division
1151,A square with a side of 4 has an area that is 80% of rectangle WXYZ. What is the area of rectangle WXYZ? (A)20 (B)200 (C)25 (D)2,Multiplication
1152,Find the circumference of a circle whose diameter is 8 inches. (Use 3.14 for PI)? (A)24 in (B).96 in (C)12 in,Multiplication
1153,63 is 37 1/2 % of what number?,Multiplication
1154,"For breakfast, the cafeteria offers scrambled eggs with one slice of toast or an egg sandwich made with two slices of toast. In fifteen minutes, they sold 22 breakfasts and used 39 slices of bread. Use a model to determine how many egg sandwiches they sold. (A)16 (B) 17 (C) 18 (D) 19",Subtraction
1155,Hdo you know that 7 divided by 9 less then a?,Division
1156,"Express 21/13 as a percent. round to the nearest tenth, if necessary?61.9% b:0 .6% c:1 .6% d:1 61.5%",Division
1157,Convert 9.5 yards to feet. Round answers to the nearest tenth. Multiple question? 114 ft . 28.5 ft c3.2 ft,Multiplication
1158,"The ratio of cars to trucks is 5 : 2. If there are 140 cars in a parking lot, how many trucks are there?",Division
1159,how many must he buy and sell to make a profit of about 500 cents a store buys oranges at 8 for 5 cents and sell them at 4 for 11 cents.,Subtraction
1160,A roof rises 9.75 ft over a horizontal distance of 17.24 ft. What is the slope of the roof to the nearest hundredth?,Division
1161,your business buys a product for $300.00.your business model tells you to mark up your product 33%. much is the markup?a.1 99.00 b.$109.00 c.$99.00 d.$89.00,Multiplication
1162,a race car driver traveled 240 miles in 2 1/2 hours. His rate of speed was? 00 mph b.1 20mph c. 96mph d. 90mph,Division
1163,22 is what percent of 92 rounded to the nearest 10th?,Division
1164,what does 255 divided by 15 equal?,Division
1165,75 is what percent of 80?,Multiplication
1166,3 1/2 is what percent of 5?,Multiplication
1167,"At a Texas college, 60% of the students are from the southern part of the state, 30% are from the northern part of the state, and the remaining 10% are from out-of-state. All students must take and pass an Entry Level Math (ELM) test. 60% of the southerners have passed the ELM, 70% of the northerners have passed the ELM, and 90% of the out-of-staters have passed the ELM. If a randomly selecteds tudent has not passed the ELM, the probability the student is from southern Texas is what?",Multiplication
1168,"takes 2 gardeners 8 days to mow a lawn. One of the gardeners is energetic and the other one is lazy. If the energetic gardener can mow the lawn in 12 days on his own, how long would it take for the lazy gardener to mow the lawn on his own?",Multiplication
1169,A cube has an edge length of 4 inches. The cube is painted red all over and then cut into 64 cubes of edge length 1 inch. How many of these cubes have exactly one face painted red?,Multiplication
1170,"what's the area of this Triangle?t coordinates are: (2,1), (3,4), (0,1)",Division
1171,"Find the number of board feet in 80 pieces of lumber, 2"" x 4"", 18'?",Multiplication
1172,"the length of one side of a triangle is 5, which of following can't be lengths of other 2? a and 3 b3 and 5 c and 8 d7 and 3 e and 12",Addition
1173,width of a swimming pool is 12 ft and the whole area of the swimming pool is 192 ft ( with a little 2 behind the ft). What is the swimming pool's length?,Multiplication
1174,"able wif p rows and q columns is filled with whole numbers from 1 to pq. they are written in increasing order, along row 1, then row 2 and so on. the number 20 is in the third row, 41 is in the fifth row and 103 in the last row. find the value of p+q",Addition
1175,question is find percent notation for 11/16,Division
1176,A penquin swims 12 meters per second. How long does it take the penguin to swim 60 meters? a.ec. 8 b.ec. 4 c.ec. 6 d.ec.,Division
1177,how many ways can a jury of 8 men and 6 women be selected from 12 men and 10 women?,Multiplication
1178,what is 20% of 182?,Multiplication
1179,"the herkimer COunty Fair, Luke saw a tomato that weighed 2 /8 pounds. What is 2 3/8 written as a decimal? e",Division
1180,198 is 60% of what number?,Multiplication
1181,How do i add radical 121 and radical 100 with a radical answer?,Addition
1182,"A semicircular window of radius 15 inches is to be laminated with a sunblock coating that costs $0.85 per square inch to apply. What is the total cost of coating the window, to the nearest cent?",Multiplication
1183,number of ounces of water needed to reduce 9 ounces of shaving lotion containing 50% of alcohool o a lotion containing 30% alcohol is?,Subtraction
1184,i have 6 briefcases and 2 among them will have 100$.. hat is the probability that you pick a briefcase which has 100$ bill in it..,Division
1185,"els are Five hundred pixels per square inch creates a good picture ho.w many pixels would there be in a 3"" x 5"" picture?",Multiplication
1186,"2 girls can fill 2 notebooks in 2 weeks and 3 boys can fill 3 notebooks in 3 weeks, how many notebooks can 6 girls and 6 boys fill in 6 weeks?",Addition
1187,write 3/4 as a percent? 0.75% b.7.5% c.75% d.34%,Division
1188,"speed of light is 11,160,000 miles/minute the distance from the sun to the earth is 93,000,000 miles.Find the time in seconds it takes for light to travel from the sun to the earth?",Division
1189,what is 40% of $65.00?,Multiplication
1190,"What percentage Of 10,016.58 is 35.08??",Division
1191,"What is 28.4% of 15,000,000?",Multiplication
1192,24 is 75% of what number?,Division
1193,mathematical percentage? 16600 out of 19600,Division
1194,"what is 20% of $62,427.00?",Multiplication
1195,Amy paid $87.54 for a pair of running shoes during a 25% off sale. What was the regular price?,Multiplication
1196,people decide to do podiatry course in total. 2 of them didn't originally make the standard of high school scores to get into the course but were still accepted. many people are in this 2%?,Multiplication
1197,"d the slope of the line that passes through the points (-3, -5) and (3, 2).",Division
1198,What is 10 percent of 35 cents?,Multiplication
1199,"a class of 32 students, 4 were absent on monday. What percent of the students were absent monday? Ho",Division
1200,ie get a commission in addition to her hourly pay. she earns 5% commission for sales up to 4000$ and a 7% commission for all sales in a month above 4000$. last month her sales were 5400$. how much was her commission. a. 37b. 29c. 27d. dolhanks:) 5 tars,Multiplication
1201,Subtract 27 8/9 from 59 5/12 and reduce answer to lowest terms?,Subtraction
1202,How many meters is 63 inches?,Multiplication
1203,What is the probability of getting 1 specific items from randomly chosen 3 items from a total of 8 items?,Division
1204,what is the smallest 4 digit number divisble by 5 and 9?,Multiplication
1205,"i got a 16 out of 26 right, what is my grade?",Division
1206,"leg of a 45*-45*-90* right triangle is 3ö_2 inches long. Find the length of the hypotenuse.""",Multiplication
1207,What's 15% of$å£4.50,Multiplication
1208,he man hires a marquee for the main concerts. He makes a scale drawing of the festival field. The scale of his drawing is 1 : 250 The actual length of the marquee is 24 metres. The actual length of the marquee on the plr?,Division
1209,what is the solution to (sqrt10+(sqrt10+(sqrt10))) ?,Addition
1210,Mr. Hernandez had to interview a total of 63 house holds in his assignment. He has already finished 28. What percentage of the households did he finished? ( Round your andswer to the nearest tenth of a percent.).,Division
1211,to do 35% of 80. co,Multiplication
1212,if you roll on a number of cube what is the probability of getting a 4?,Division
1213,wo number cubes are rolled. What is the probability that the sum of the numbers rolled is either a 6 or an 8? a. 1/4 b. 5/18 c. 2/9 d. 1/2,Division
1214,"A bag contains 5 yellow marbles, 16 green marbles, and 2 red marbles. What is the chance of drawing a yellow marble? If a red marble is drawn the first time and then a second marble is drawn without replacement, what is the probability of drawing a green marble? Give solutions exactly in reduced fraction form, separated by a comma.",Division
1215,"highest wind speed recorded, as of the year 2000 on the top of Mount Washington was 231 mi/h, which is about 298% faster than the highest wind speed recorded in Chicago. What was the highest wind speed recorded in Chicago as of the year 2000?",Multiplication
1216,"hjust dug a well, trying to figure out how many gallons per minute it is pumping into a 5 gallon bucket. pumped 5 gallons in 1 min 30 seconds. how do I figure out how many gallons a minute?",Division
1217,what number is 45 percent of 20?,Multiplication
1218,takes 60 oz of grass seed to seed 3000 feet squared of lawn. At this rate how much would be needed for 5000 feet squared of lawn?,Multiplication
1219,"If 1 inch is 2.5cm, how many inches in 20.6cm?",Division
1220,"If a test was out of 100%, what would a 26/32 be?",Division
1221,"find the greatest common factor 189, 441?",Division
1222,What grade is 132 out of 150?,Division
1223,ave a 500 gallon tank. The supply pump fills the tank at a 50 GPM flow rate (can fill the tank in 10 minutes) and the draining pump drains the tank at a 85 GPM flow rate (can drain the tank in 6 minutes). How long would it take to empty the tank if both pumps run at the same time? Ca,Division
1224,3 1/2 divide by 2 1/4?,Division
1225,"Using the geometric sequence of numbers 1, 3, 9, 27.wWat is r, the ratio between 2 consecutive terms? sSow work .",Division
1226,"listing salesperson on a sale receives a $2300 commission. Th seller pays an 8% commission, which is divided between the brokers. Te listing broker pays the selling broker 40% of the total commission, and pays the salesperson 52% of his (the listing brokerÛªs)'share. What is the sale price of the house? Sho work.",Multiplication
1227,What is the density of this object? Ang with a mass of 368gra ms if drop in the initial volume of water which is 48ml if the water rose at 68ml ifthe ring is dropped in the water?,Division
1228,What is 0.18 divided by 12?,Division
1229,i says that she is 107 inches tall. Mitchell says that he is 2 yards tall. Kung says that he is 5 feet 8 inches tall. One of them gane an unlikely measurement of his or her height. What is the name of the student?,Division
1230,"of 10,000 is what number?",Multiplication
1231,37 and 1/2% of what number is 60?,Multiplication
1232,A truck is 26 feet long. Find the length on a scale model if 1 inch represents 5 1/2 feet. UND TO THE NEAREST TENTH IF NECESSARY.,Division
1233,If you count from 0 to 100 how many number 7's will you pass along the way?,Addition
1234,bject traveled for 3 hours at a rate of 30mil es/hr. and then for another 2 and 1/4 hours at a rate of 10 and 1/2mil es/hr. How many total miles did the object travel?,Addition
1235,A backyard has dimensions 3 and 4/5 yards by 1 and 1/2 yards. What is the area of the back yard in square?,Multiplication
1236,"chart shows 17% as some other color eyes, blue eyes at 33%, and brown eyes at 50%The. refore, if there were 82 students in the class, how many students had brown eyes? Show steps.",Multiplication
1237,ing that ) is the radical sign... uld 3)24 become 12)2?,Multiplication
1238,"There are 8 numbers: 2, 3, 4, 5, 6, 7, 8, and 9. t is the probability of getting a number greater than 2 and less than or equal to 5?",Division
1239,5.4 is to 0.6 as 12.6 is to 1.4?,Division
1240,"What is the actual distance between Houston & Dallas, if the map shows the two cities to be 1.25 inches apart? a map, the scale 1 inch represents 180 miles.",Multiplication
1241,"Use the following information to answer the question below. Polly Rhodes bought a car for $9,200. She drove the car 12,000 miles last year. Her car expenses for the year were insurance, $436; gas and oil, $670; repairs, $28; license plates, $42; loss of interest on original investment, $460; depreciation, 18 percent. Find last year's operating cost per mile, to the nearest cent. ______ cents",Division
1242,Write the fraction in simplest form. 66/116 a. 58/33 b. 23/13 c. 33/58 d. 67/117,Division
1243,are driving at a speed of 85 km/h. How long will it take you to travel 255 km? PleS thewor.,Division
1244,About what percent of 80 is 50?,Division
1245,6 is 3% of what numbe,Multiplication
